"Spontaneous_deamination_of_5-methylcytosine"	"AID/APOBEC_family_of_cytidine_deaminases"	"Failure_of_DNA_double-strand_break-repair_by_homologous_recombination"	"Smoking"	"Unknown"	"Defective_DNA_mismatch_repair"	"Ultraviolet_light_exposure"	"Polymerase_activity"	"Alkylating_agents"	"Aristolochic_acid_exposure"	"Tobacco_chewing"
"TCGA-97-7547-01A"	0.11366845810176	0.168525629343138	0	0.441627655357606	0	0	0	0	0	0.115942021058458	0
"TCGA-69-7974-01A"	0.0659622832022839	0	0	0.580125048558611	0.156429986749714	0	0	0	0	0	0
"TCGA-55-8514-01A"	0.10009932866914	0	0	0.790308039232833	0	0	0	0	0	0	0
"TCGA-44-A479-01A"	0	0	0	0.786543724688773	0	0	0	0	0	0	0
"TCGA-55-7576-01A"	0.12109467347751	0	0	0.567881940799936	0.208474711128837	0	0	0	0	0	0
"TCGA-86-7954-01A"	0.143687446380234	0.108511355360465	0.141962874724877	0.313132240890011	0.0648308916404373	0.0610029138418991	0	0	0	0	0
"TCGA-17-Z018-01A"	0	0	0	0.9091082389098	0	0	0	0	0	0	0
"TCGA-91-8496-01A"	0.174017629353112	0	0.143892695245246	0	0.184672490679774	0.391836190715937	0	0	0	0	0
"TCGA-17-Z022-01A"	0	0.138690512500137	0	0.677642266324511	0	0	0	0	0	0	0
"TCGA-17-Z049-01A"	0	0	0	0.787228256272813	0	0	0	0	0	0	0
"TCGA-17-Z014-01A"	0.061715650397157	0	0.0604686850973751	0.612274235265441	0.0643225820855979	0	0	0	0	0	0
"TCGA-55-6984-01A"	0.235466552827993	0	0	0	0.536308167928759	0	0.060996277646907	0.14255754873405	0	0	0
"TCGA-17-Z045-01A"	0	0	0.0788979362666309	0.788158409994664	0	0	0	0	0	0	0
"TCGA-91-7771-01A"	0	0	0.167252987629756	0.15846556409934	0.259009376610801	0.0754352743624577	0.0787759677686227	0	0	0	0
"TCGA-67-3773-01A"	0	0	0	0.309227979186402	0.343067383011615	0.198233848099978	0.0789751316300596	0	0	0	0
"TCGA-99-8028-01A"	0	0	0	0.813914200479249	0	0	0	0	0	0	0
"TCGA-75-7030-01A"	0.915063235473629	0	0	0.0849367645263708	0	0	0	0	0	0	0
"TCGA-17-Z062-01A"	0	0	0	0.779623313125034	0.0941468284253325	0	0	0	0	0	0
"TCGA-38-6178-01A"	0.261512666744573	0.079916847735734	0.0986485100028177	0.167526301936243	0	0	0	0	0.0625321648782414	0	0.244188475516374
"TCGA-17-Z033-01A"	0	0.128710868460363	0	0.652279902435903	0.0979431602456488	0	0	0	0	0	0
"TCGA-49-AARR-01A"	0	0	0	0	0.142304863190827	0	0	0	0	0	0.857695136809173
"TCGA-05-4418-01A"	0	0	0	0.503386723943156	0.264592917448527	0	0	0	0	0	0
"TCGA-86-7714-01A"	0.0854829942975257	0	0	0	0.627395116305074	0	0	0	0	0.160233912310717	0
"TCGA-44-6779-01A"	0.319297990723275	0	0	0.470398498151016	0.112634682887634	0	0	0	0	0	0
"TCGA-69-8253-01A"	0.110486221556886	0.0767004232070213	0	0.445999232773119	0.265129272675723	0	0	0	0	0	0
"TCGA-50-6673-01A"	0.404434240577646	0	0.347676861438476	0	0	0.13601727708444	0.0774026431932762	0	0	0	0
"TCGA-MP-A4T7-01A"	0.11733243209522	0	0	0.695957281470938	0.0814645311251235	0.0915582350545393	0	0	0	0	0
"TCGA-17-Z019-01A"	0	0	0	0	1	0	0	0	0	0	0
"TCGA-78-7540-01A"	0.747182569043453	0	0	0	0	0.17893559384715	0	0.0738818371093967	0	0	0
"TCGA-64-5774-01A"	0	0	0	0.64236786166041	0.0867381266176735	0	0	0	0	0	0
"TCGA-97-7937-01A"	0	0	0	0.613891709796035	0.183700043499375	0.170547545342381	0	0	0	0	0
"TCGA-97-A4M6-01A"	0	0.117561851479189	0	0	0.467707891225973	0.361943085710092	0	0	0	0	0
"TCGA-44-2655-01A"	0	0	0	0.775106879019661	0.0963419528773794	0	0	0	0	0	0
"TCGA-64-1681-01A"	0.139558054317755	0.208841529211931	0.273790003062929	0.0919065622568943	0.264236523857715	0	0	0	0	0	0
"TCGA-69-7761-01A"	0.204263140414167	0	0.182214251291578	0	0.360828339920486	0.092798499914798	0	0.0799409128273592	0	0	0
"TCGA-62-8394-01A"	0.206719164387766	0.139517004937082	0.418239712478927	0	0	0	0	0	0	0	0
"TCGA-55-6985-01A"	0	0	0	0.754689180253624	0.0959972782312474	0.0709280697468222	0	0	0	0	0
"TCGA-NJ-A4YQ-01A"	0	0	0	0.836133011722872	0.0727398471574926	0.0664881326805345	0	0	0	0	0
"TCGA-35-3615-01A"	0	0.302704907098665	0	0.374634735821621	0.0939416274334944	0.134537496545694	0	0	0	0	0
"TCGA-17-Z050-01A"	0	0.0607725230586042	0.25491973530323	0.228230602494791	0.110464314318784	0.13005071833229	0	0	0	0	0
"TCGA-62-A46R-01A"	0.20946281626877	0.129411014057475	0	0.338928168259886	0.0933915598525439	0.0906830646510925	0	0	0	0	0
"TCGA-55-6975-01A"	0.168326409817043	0.0802433730637732	0.13085314710502	0	0.277926516442498	0.14530133302773	0	0	0	0.062944388491041	0
"TCGA-62-A46P-01A"	0	0	0	0.532314569903266	0.206779436401515	0	0	0	0	0	0
"TCGA-93-A4JP-01A"	0	0.29667600677436	0	0.121517648144233	0	0.286712353569573	0	0.165766631328858	0	0.109090978270357	0
"TCGA-44-6147-01A"	0	0	0	0.550840165484841	0.311130046857921	0	0	0	0	0	0
"TCGA-86-8073-01A"	0	0	0	0.826170355270753	0	0.0610702559217656	0	0	0	0	0
"TCGA-44-2666-01A"	0.314016371541824	0	0	0	0.227588560102978	0.208452820947876	0	0	0.155550739272815	0	0
"TCGA-91-6848-01A"	0	0.0740006802196491	0.17616149679513	0.47237547859095	0	0.095221745834868	0	0	0	0	0
"TCGA-78-8662-01A"	0	0	0	0.789069889573866	0	0	0	0	0	0	0
"TCGA-50-5049-01A"	0	0	0	0.764388636643647	0	0.0738852484745129	0	0	0	0	0
"TCGA-05-5420-01A"	0.17660434975726	0	0	0.606423451862527	0	0.0725044643695836	0.0848012246461867	0	0	0	0
"TCGA-MP-A5C7-01A"	0.203503346213719	0	0	0.0793664361108786	0.441897322885707	0.0891129239960285	0	0	0	0	0
"TCGA-17-Z021-01A"	0	0.0705699347451057	0	0.667441308247598	0	0.121818849201501	0	0	0	0.0789801719362223	0
"TCGA-55-8090-01A"	0.0944754493734017	0	0.144225842997771	0.404231827542855	0.195575693835562	0	0	0	0	0	0
"TCGA-49-4505-01A"	0.190090957478506	0	0	0.542471387683551	0.15897296109951	0	0	0	0	0	0
"TCGA-93-A4JN-01A"	0.300948561475903	0.0980107714958051	0.280009583650097	0.130876462144226	0	0	0	0	0	0	0
"TCGA-55-6972-01A"	0	0.38613354182244	0	0.21549769492501	0.282208899270079	0	0	0	0	0	0
"TCGA-97-7553-01A"	0.466412714098332	0	0	0.209899545943527	0	0.212861611865726	0.0966496623219924	0	0	0	0
"TCGA-75-7025-01A"	0.518137727891175	0.20979466471511	0	0	0	0.272067607393715	0	0	0	0	0
"TCGA-55-7994-01A"	0	0	0	0.773046477668676	0.0611641652962149	0	0	0	0	0	0
"TCGA-69-7763-01A"	0	0	0	0	0.478982297044852	0.426429470928938	0	0	0	0	0
"TCGA-78-7161-01A"	0	0	0.0866208443431701	0.571256016441126	0.152606652573913	0.117367001421219	0	0	0	0	0
"TCGA-91-A4BD-01A"	0.237594966273543	0	0	0	0.461836710748582	0.217145764937746	0	0	0	0.083422545813701	0
"TCGA-75-7027-01A"	0.0974868680565725	0	0	0.744406309925126	0	0	0	0	0	0	0
"TCGA-78-7154-01A"	0.185487185425723	0.321026326092653	0.153140951809485	0.0724142045394853	0	0.0889541693468911	0	0	0	0	0
"TCGA-J2-8192-01A"	0.274393319320151	0	0.238100251081814	0	0.103923996609225	0.131930645779208	0.115949062613075	0.135702709387021	0	0	0
"TCGA-78-8648-01A"	0	0	0	0.315393376338916	0.455538574471951	0	0	0	0	0.191543183790574	0
"TCGA-50-5944-01A"	0.290654978031685	0.0760385002450546	0	0.0728619150805213	0.412353022614018	0.120616108355419	0	0	0	0	0
"TCGA-86-8056-01A"	0.100394238316097	0.407076983273256	0	0	0.255625322557475	0	0.108955232693738	0	0	0	0
"TCGA-86-8054-01A"	0	0.0612747356913844	0	0.649265260432945	0.109543826717383	0.0828970891228212	0	0	0	0	0
"TCGA-99-7458-01A"	0	0	0	0.775223829076022	0.0871956952968748	0	0	0	0	0	0
"TCGA-MP-A4T9-01A"	0	0.115697476259109	0.0770223470869615	0	0.189937474408829	0	0.156198387552569	0	0	0	0.319101660592442
"TCGA-50-5932-01A"	0	0	0	0.776710907396325	0.074732671693757	0	0	0	0	0	0
"TCGA-38-A44F-01A"	0.479619077292619	0	0	0	0.42216832173583	0	0.0982126009715513	0	0	0	0
"TCGA-73-7498-01A"	0.117356145915067	0	0.0633008807790692	0.307673802139117	0.368818205495878	0.066064753076782	0	0	0	0	0
"TCGA-38-4627-01A"	0.571808897563353	0	0	0	0	0.20588778156306	0	0	0	0.179127052026082	0
"TCGA-17-Z032-01A"	0	0.179400968074593	0	0.308754954729249	0	0.243398807361711	0	0	0.0796908867991598	0	0
"TCGA-53-A4EZ-01A"	0	0	0	0.802346829129992	0	0	0	0	0	0	0
"TCGA-73-4676-01A"	0.181383309334065	0	0	0.232613712961509	0.375191522625332	0.116231405367968	0	0	0	0	0
"TCGA-67-3772-01A"	0.219836457810506	0.0656651276366207	0.139862555531633	0	0.259863056013065	0.23609163002068	0	0	0.0777931958314297	0	0
"TCGA-17-Z036-01A"	0.082937997136898	0.0913037899579566	0	0.462895116416396	0.252175927703679	0	0	0	0	0	0
"TCGA-49-AAR3-01A"	0	0	0.0623774297190096	0.456738729610651	0.184416929557169	0.0799652185822944	0	0	0	0	0
"TCGA-78-7148-01A"	0	0	0	0.493136507327825	0.145453682269744	0.205243361729994	0.0711259381029166	0	0	0	0
"TCGA-75-5126-01A"	0	0.211298796926225	0	0.620133359280861	0	0.0781022069812484	0	0	0	0	0
"TCGA-44-A47B-01A"	0.249215213205746	0	0	0	0.261884100893548	0.313410166260154	0.0805040369480995	0	0	0	0
"TCGA-05-5715-01A"	0.242064306110764	0.549256632936457	0	0	0	0.081138791203147	0.0624378205781643	0	0	0	0
"TCGA-86-8668-01A"	0.631505298456399	0.0821080959522629	0	0	0.0908937359427538	0.0957247257985142	0	0	0	0	0
"TCGA-80-5608-01A"	0.191123826693484	0	0	0.578139993299572	0.202812392662384	0	0	0	0	0	0
"TCGA-93-7348-01A"	0.103822380797831	0.0920966662899991	0.0804048998040554	0.180042352074842	0.131574424980936	0.194846584702707	0	0	0	0	0
"TCGA-4B-A93V-01A"	0.0951916259499182	0	0	0.421492369483288	0.16618447026207	0.0623957289829195	0	0	0	0	0.0699927131806057
"TCGA-49-4512-01A"	0.445436471102993	0.0967832207381001	0.236036746719171	0.0660935199294654	0.0608321291578267	0	0	0	0	0.0614560104557341	0
"TCGA-17-Z060-01A"	0.110431505874709	0	0	0.703980430988786	0	0	0	0.0786728033920711	0	0	0
"TCGA-44-7662-01A"	0	0	0	0.541523778401443	0.195164975346978	0	0	0	0	0	0
"TCGA-64-1676-01A"	0	0	0	0.867278456319266	0	0.0792662001039595	0	0	0	0	0
"TCGA-78-7536-01A"	0.080722011933773	0	0.0770214075808806	0.72764634908294	0	0	0	0	0	0	0
"TCGA-55-6969-01A"	0	0	0.132863953523057	0.547416697690864	0	0.0745989738704163	0	0	0	0	0
"TCGA-44-2668-01A"	0	0.16968409510723	0	0.7536847120952	0	0	0	0	0	0	0
"TCGA-NJ-A55A-01A"	0	0	0	0.577235336515791	0.298010569669435	0	0	0	0	0	0
"TCGA-50-5936-01A"	0.143935574918487	0.365426785345907	0.272110065190323	0.218527574545283	0	0	0	0	0	0	0
"TCGA-55-6986-01A"	0.268578573260344	0	0	0	0.313332270174074	0	0	0.18392412967878	0.18919492840111	0	0
"TCGA-05-4389-01A"	0.207187326845614	0.270158966335891	0.176505420020918	0.168205278620393	0.0718877144405947	0	0	0	0	0	0
"TCGA-78-7537-01A"	0	0.0773376862284796	0	0.589715596457205	0.0780808706229599	0	0	0	0	0.118153897094524	0
